0921465,3131211131
1039013,9999999962
1039485,3121234211
1039948,1029039903
1049553,2648958382
1203491,1020394900
1291313,3948574228
1304924,9958485859
1305534,3948574230
1353583,4298359835
1432042,1029039904
1495034,1648958381
2100421,3948574226
2326309,4298359845
2344324,1158485859
2364546,3948574233
2456546,2258485859
2495835,4348571256
2901049,3121234212
2934848,3121513111
2939402,3147472131
2948487,9999998870
2949002,9999999960
2949821,4147472132
3429538,4341171256
3454565,4943571230
3499522,1020394902
3576787,4298359851
3741728,9999999965
3940505,3948574224
4349493,5868688585
4499582,9999999961
4938589,4394958389
4948325,9999999870
4959593,2395958385
5345567,3948571256
5535257,5985371230
5577584,3948572230
5577584,3948574230
